input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity
CONTROL_REP3.mapping.ARG.deeparg	BAES	BAA15934.1|FEATURES|baeS|multidrug|baeS	deeparg_db	2	BAA15934.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	467				NC_000913.3_2044															100.0
CONTROL_REP3.mapping.ARG.deeparg	MDTD	gi:446053040:ref:WP_000130895.1:|FEATURES|mdtD|multidrug|mdtD	deeparg_db	2	gi:446053040:ref:WP_000130895.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	471				NC_000913.3_2043															99.6
CONTROL_REP3.mapping.ARG.deeparg	PORIN_OMPC	APB87301|FEATURES|porin_OmpC|beta-lactam|porin_OmpC	deeparg_db	2	APB87301	deeparg	1.0.4	gene_presence_detected					beta-lactam		1	367				NC_000913.3_2181															96.0
CONTROL_REP3.mapping.ARG.deeparg	EMRE	ZP_03048536|FEATURES|emrE|multidrug|emrE	deeparg_db	2	ZP_03048536	deeparg	1.0.4	gene_presence_detected					multidrug		1	110				NC_000913.3_526															99.1
CONTROL_REP3.mapping.ARG.deeparg	MDTG	gi:291469891:gb:EFF12375.1:|FEATURES|mdtG|multidrug|mdtG	deeparg_db	2	gi:291469891:gb:EFF12375.1:	deeparg	1.0.4	gene_presence_detected					multidrug		9	416				NC_000913.3_1022															100.0
CONTROL_REP3.mapping.ARG.deeparg	MDTE	ACB17952|FEATURES|mdtE|multidrug|mdtE	deeparg_db	2	ACB17952	deeparg	1.0.4	gene_presence_detected					multidrug		1	385				NC_000913.3_3444															100.0
CONTROL_REP3.mapping.ARG.deeparg	COB(I)ALAMIN_ADENOLSYLTRANSFERASE	gi:447201650:ref:WP_001278906.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	deeparg_db	2	gi:447201650:ref:WP_001278906.1:	deeparg	1.0.4	gene_presence_detected					unclassified		1	196				NC_000913.3_1240															100.0
CONTROL_REP3.mapping.ARG.deeparg	OMPR	CP000034.1.gene3672.p01|FEATURES|ompR|multidrug|ompR	deeparg_db	2	CP000034.1.gene3672.p01	deeparg	1.0.4	gene_presence_detected					multidrug		1	450				NC_000913.3_3333															100.0
CONTROL_REP3.mapping.ARG.deeparg	TET34	YP_001444376|FEATURES|tet34|tetracycline|tet34	deeparg_db	2	YP_001444376	deeparg	1.0.4	gene_presence_detected					tetracycline		1	152				NC_000913.3_226															67.1
CONTROL_REP3.mapping.ARG.deeparg	MARA	YP_489794.1|FEATURES|marA|multidrug|marA	deeparg_db	2	YP_489794.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	127				NC_000913.3_1504															100.0
CONTROL_REP3.mapping.ARG.deeparg	ACRE	AAC76297.1|FEATURES|AcrE|multidrug|AcrE	deeparg_db	2	AAC76297.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	385				NC_000913.3_3197															100.0
CONTROL_REP3.mapping.ARG.deeparg	MDTH	YP_852164|FEATURES|mdtH|multidrug|mdtH	deeparg_db	2	YP_852164	deeparg	1.0.4	gene_presence_detected					multidrug		1	402				NC_000913.3_1034															99.8
CONTROL_REP3.mapping.ARG.deeparg	DNA-BINDING_PROTEIN_H-NS	CP001918.1.gene1661.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	2	CP001918.1.gene1661.p01	deeparg	1.0.4	gene_presence_detected					unclassified		1	135				NC_000913.3_2623															54.8
CONTROL_REP3.mapping.ARG.deeparg	ROSB	gi:896190680:ref:WP_049199932.1:|FEATURES|rosB|fosmidomycin|rosB	deeparg_db	2	gi:896190680:ref:WP_049199932.1:	deeparg	1.0.4	gene_presence_detected					fosmidomycin		1	554				NC_000913.3_465															80.1
CONTROL_REP3.mapping.ARG.deeparg	ROSA	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	deeparg_db	2	YP_001477378	deeparg	1.0.4	gene_presence_detected					fosmidomycin		20	405				NC_000913.3_466															79.3
CONTROL_REP3.mapping.ARG.deeparg	MDTP	P32714|FEATURES|mdtP|multidrug|mdtP	deeparg_db	2	P32714	deeparg	1.0.4	gene_presence_detected					multidrug		1	488				NC_000913.3_3998															100.0
CONTROL_REP3.mapping.ARG.deeparg	MDTO	P32715|FEATURES|mdtO|multidrug|mdtO	deeparg_db	2	P32715	deeparg	1.0.4	gene_presence_detected					multidrug		1	683				NC_000913.3_3999															100.0
CONTROL_REP3.mapping.ARG.deeparg	MACA	gi:446669097:ref:WP_000746443.1:|FEATURES|macA|MLS|macA	deeparg_db	2	gi:446669097:ref:WP_000746443.1:	deeparg	1.0.4	gene_presence_detected					MLS		1	371				NC_000913.3_851															99.7
CONTROL_REP3.mapping.ARG.deeparg	CAMP-REGULATORY_PROTEIN	gi:446164900:ref:WP_000242755.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	deeparg_db	2	gi:446164900:ref:WP_000242755.1:	deeparg	1.0.4	gene_presence_detected					unclassified		1	210				NC_000913.3_3287															100.0
CONTROL_REP3.mapping.ARG.deeparg	MDTK	gi:693048721:ref:WP_032218252.1:|FEATURES|mdtK|multidrug|mdtK	deeparg_db	2	gi:693048721:ref:WP_032218252.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	457				NC_000913.3_1640															100.0
CONTROL_REP3.mapping.ARG.deeparg	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	2	BAB38442	deeparg	1.0.4	gene_presence_detected					multidrug		1	446				NC_000913.3_3950															98.2
CONTROL_REP3.mapping.ARG.deeparg	CPXA	NP_312864.1|FEATURES|cpxA|aminoglycoside:aminocoumarin|cpxA	deeparg_db	2	NP_312864.1	deeparg	1.0.4	gene_presence_detected					aminoglycoside:aminocoumarin		1	457				NC_000913.3_3832															100.0
CONTROL_REP3.mapping.ARG.deeparg	BACTERIAL_REGULATORY_PROTEIN_LUXR	CP000034.1.gene4477.p01|FEATURES|bacterial_regulatory_protein_LuxR|unclassified|bacterial_regulatory_protein_LuxR	deeparg_db	2	CP000034.1.gene4477.p01	deeparg	1.0.4	gene_presence_detected					unclassified		1	204				NC_000913.3_2337															100.0
CONTROL_REP3.mapping.ARG.deeparg	EMRK	gi:723050633:ref:WP_033547684.1:|FEATURES|emrK|multidrug|emrK	deeparg_db	2	gi:723050633:ref:WP_033547684.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	387				NC_000913.3_2336															99.7
CONTROL_REP3.mapping.ARG.deeparg	EMRB	gi:745784185:ref:WP_039077609.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	2	gi:745784185:ref:WP_039077609.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	512				NC_000913.3_2335															100.0
CONTROL_REP3.mapping.ARG.deeparg	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	2	NP_310518	deeparg	1.0.4	gene_presence_detected					multidrug		1	248				NC_000913.3_1758															99.2
CONTROL_REP3.mapping.ARG.deeparg	OMPF	gi:446900664:ref:WP_000977920.1:|FEATURES|ompF|multidrug|ompF	deeparg_db	2	gi:446900664:ref:WP_000977920.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	362				NC_000913.3_901															100.0
CONTROL_REP3.mapping.ARG.deeparg	YOJI	NP_416715.1|FEATURES|YojI|peptide|YojI	deeparg_db	2	NP_416715.1	deeparg	1.0.4	gene_presence_detected					peptide		1	547				NC_000913.3_2177															100.0
CONTROL_REP3.mapping.ARG.deeparg	EMRB	NC_002695.1.914736.p01|FEATURES|emrB|multidrug|emrB	deeparg_db	2	NC_002695.1.914736.p01	deeparg	1.0.4	gene_presence_detected					multidrug		1	512				NC_000913.3_2640															100.0
CONTROL_REP3.mapping.ARG.deeparg	KLEBSIELLA_PNEUMONIAE_OMPK37	CAA09666.1|FEATURES|Klebsiella_pneumoniae_OmpK37|beta-lactam|Klebsiella_pneumoniae_OmpK37	deeparg_db	2	CAA09666.1	deeparg	1.0.4	gene_presence_detected					beta-lactam		1	374				NC_000913.3_1349															78.1
CONTROL_REP3.mapping.ARG.deeparg	PBP-1B	YP_002467958|FEATURES|PBP-1B|beta-lactam|PBP-1B	deeparg_db	2	YP_002467958	deeparg	1.0.4	gene_presence_detected					beta-lactam		11	736				NC_000913.3_143															54.0
CONTROL_REP3.mapping.ARG.deeparg	PBP-1A	YP_001290033|FEATURES|PBP-1A|beta-lactam|PBP-1A	deeparg_db	2	YP_001290033	deeparg	1.0.4	gene_presence_detected					beta-lactam		11	834				NC_000913.3_3325															53.3
CONTROL_REP3.mapping.ARG.deeparg	MDTM	gi:299882142:gb:EFI90353.1:|FEATURES|mdtM|multidrug|mdtM	deeparg_db	2	gi:299882142:gb:EFI90353.1:	deeparg	1.0.4	gene_presence_detected					multidrug		34	443				NC_000913.3_4255															100.0
CONTROL_REP3.mapping.ARG.deeparg	MDTN	YP_002295654|FEATURES|mdtN|multidrug|mdtN	deeparg_db	2	YP_002295654	deeparg	1.0.4	gene_presence_detected					multidrug		1	343				NC_000913.3_4000															100.0
CONTROL_REP3.mapping.ARG.deeparg	PMRF	AAC75314.1|FEATURES|PmrF|peptide|PmrF	deeparg_db	2	AAC75314.1	deeparg	1.0.4	gene_presence_detected					peptide		1	322				NC_000913.3_2221															100.0
CONTROL_REP3.mapping.ARG.deeparg	EPTA	BAE78116.1|FEATURES|eptA|peptide|eptA	deeparg_db	2	BAE78116.1	deeparg	1.0.4	gene_presence_detected					peptide		1	547				NC_000913.3_4033															100.0
CONTROL_REP3.mapping.ARG.deeparg	MDTL	YP_002295271|FEATURES|mdtL|multidrug|mdtL	deeparg_db	2	YP_002295271	deeparg	1.0.4	gene_presence_detected					multidrug		1	391				NC_000913.3_3646															100.0
CONTROL_REP3.mapping.ARG.deeparg	UGD	AAC75089.1|FEATURES|ugd|peptide|ugd	deeparg_db	2	AAC75089.1	deeparg	1.0.4	gene_presence_detected					peptide		1	388				NC_000913.3_1992															100.0
CONTROL_REP3.mapping.ARG.deeparg	EMRD	YP_002808057|FEATURES|emrD|multidrug|emrD	deeparg_db	2	YP_002808057	deeparg	1.0.4	gene_presence_detected					multidrug		3	396				NC_000913.3_3609															100.0
CONTROL_REP3.mapping.ARG.deeparg	OMPF	gi:377849761:gb:EHU14730.1:|FEATURES|ompF|multidrug|ompF	deeparg_db	2	gi:377849761:gb:EHU14730.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	355				NC_000913.3_231															62.3
CONTROL_REP3.mapping.ARG.deeparg	ACRA	YP_002269113|FEATURES|acrA|multidrug|acrA	deeparg_db	2	YP_002269113	deeparg	1.0.4	gene_presence_detected					multidrug		13	409				NC_000913.3_450															100.0
CONTROL_REP3.mapping.ARG.deeparg	EMRR	NP_417169.1|FEATURES|emrR|fluoroquinolone|emrR	deeparg_db	2	NP_417169.1	deeparg	1.0.4	gene_presence_detected					fluoroquinolone		1	176				NC_000913.3_2638															100.0
CONTROL_REP3.mapping.ARG.deeparg	DNA-BINDING_PROTEIN_H-NS	NC_002695.1.913113.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	2	NC_002695.1.913113.p01	deeparg	1.0.4	gene_presence_detected					unclassified		1	137				NC_000913.3_1206															100.0
CONTROL_REP3.mapping.ARG.deeparg	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	2	NP_415222.1	deeparg	1.0.4	gene_presence_detected					aminoglycoside		1	225				NC_000913.3_673															100.0
CONTROL_REP3.mapping.ARG.deeparg	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	Q83MG8|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	deeparg_db	2	Q83MG8	deeparg	1.0.4	gene_presence_detected					aminoglycoside		1	273				NC_000913.3_48															100.0
CONTROL_REP3.mapping.ARG.deeparg	PATA	NP_417544.5|FEATURES|patA|fluoroquinolone|patA	deeparg_db	2	NP_417544.5	deeparg	1.0.4	gene_presence_detected					fluoroquinolone		1	459				NC_000913.3_3012															99.8
CONTROL_REP3.mapping.ARG.deeparg	GADW	ANK04027.1|FEATURES|gadW|multidrug|gadW	deeparg_db	2	ANK04027.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	242				NC_000913.3_3447															94.6
CONTROL_REP3.mapping.ARG.deeparg	DNA-BINDING_TRANSCRIPTIONAL_REGULATOR_GADX	gi:447113803:ref:WP_001191059.1:|FEATURES|DNA-binding_transcriptional_regulator_gadX|unclassified|DNA-binding_transcriptional_regulator_gadX	deeparg_db	2	gi:447113803:ref:WP_001191059.1:	deeparg	1.0.4	gene_presence_detected					unclassified		1	274				NC_000913.3_3448															100.0
CONTROL_REP3.mapping.ARG.deeparg	TOLC	YP_002807373|FEATURES|TolC|multidrug|TolC	deeparg_db	2	YP_002807373	deeparg	1.0.4	gene_presence_detected					multidrug		14	506				NC_000913.3_2975															100.0
CONTROL_REP3.mapping.ARG.deeparg	ACRF	AAC76298.1|FEATURES|AcrF|multidrug|AcrF	deeparg_db	2	AAC76298.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	1034				NC_000913.3_3198															100.0
CONTROL_REP3.mapping.ARG.deeparg	MACB	gi:486425021:ref:WP_001614493.1:|FEATURES|macB|MLS|macB	deeparg_db	2	gi:486425021:ref:WP_001614493.1:	deeparg	1.0.4	gene_presence_detected					MLS		1	648				NC_000913.3_852															100.0
