input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity	ARO	confers_resistance_to	resistance_to_drug_classes
CONTROL_REP1.mapping.ARG.deeparg	MDTP	P32714|FEATURES|mdtP|multidrug|mdtP	deeparg_db	2	P32714	deeparg	1.0.4	gene_presence_detected					multidrug		1	488				U00096.3_3998															100.0	ARO:3003550		
CONTROL_REP1.mapping.ARG.deeparg	MDTO	P32715|FEATURES|mdtO|multidrug|mdtO	deeparg_db	2	P32715	deeparg	1.0.4	gene_presence_detected					multidrug		1	683				U00096.3_3999															100.0	ARO:3003549		
CONTROL_REP1.mapping.ARG.deeparg	ROSB	gi:896190680:ref:WP_049199932.1:|FEATURES|rosB|fosmidomycin|rosB	deeparg_db	2	gi:896190680:ref:WP_049199932.1:	deeparg	1.0.4	gene_presence_detected					fosmidomycin		1	554				U00096.3_465															80.1	ARO:3003049		
CONTROL_REP1.mapping.ARG.deeparg	ROSA	YP_001477378|FEATURES|rosA|fosmidomycin|rosA	deeparg_db	2	YP_001477378	deeparg	1.0.4	gene_presence_detected					fosmidomycin		20	405				U00096.3_466															79.3	ARO:3003048		
CONTROL_REP1.mapping.ARG.deeparg	TRANSCRIPTIONAL_REGULATORY_PROTEIN_CPXR_CPXR	CP000034.1.gene3834.p01|FEATURES|transcriptional_regulatory_protein_CpxR_cpxR|unclassified|transcriptional_regulatory_protein_CpxR_cpxR	deeparg_db	2	CP000034.1.gene3834.p01	deeparg	1.0.4	gene_presence_detected					unclassified		1	232				U00096.3_3833															100.0	ARO:3004054		
CONTROL_REP1.mapping.ARG.deeparg	CAMP-REGULATORY_PROTEIN	gi:446164900:ref:WP_000242755.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	deeparg_db	2	gi:446164900:ref:WP_000242755.1:	deeparg	1.0.4	gene_presence_detected					unclassified		1	210				U00096.3_3287															100.0	ARO:3000518		
CONTROL_REP1.mapping.ARG.deeparg	MDTH	YP_852164|FEATURES|mdtH|multidrug|mdtH	deeparg_db	2	YP_852164	deeparg	1.0.4	gene_presence_detected					multidrug		1	402				U00096.3_1034															99.8	ARO:3001216	ARO:0000023,ARO:3000662	ARO:0000001,ARO:0000001
CONTROL_REP1.mapping.ARG.deeparg	PENA	YP_002045964|FEATURES|penA|beta-lactam|penA	deeparg_db	2	YP_002045964	deeparg	1.0.4	gene_presence_detected					beta-lactam		2	623				U00096.3_624															58.7	ARO:3000617	ARO:0000015,ARO:3000008	ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	OMPF	gi:377849761:gb:EHU14730.1:|FEATURES|ompF|multidrug|ompF	deeparg_db	2	gi:377849761:gb:EHU14730.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	355				U00096.3_231															62.3	ARO:3004122	ARO:0000004,ARO:0000008,ARO:0000020,ARO:0000032,ARO:0000044,ARO:3000008,ARO:3000645,ARO:3003706	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	SDIA	gi:595588364:pdb:4LFU:A|FEATURES|sdiA|unclassified|sdiA	deeparg_db	2	gi:595588364:pdb:4LFU:A	deeparg	1.0.4	gene_presence_detected					unclassified		1	240				U00096.3_1889															100.0	ARO:3000826		
CONTROL_REP1.mapping.ARG.deeparg	PBP-1B	YP_002467958|FEATURES|PBP-1B|beta-lactam|PBP-1B	deeparg_db	2	YP_002467958	deeparg	1.0.4	gene_presence_detected					beta-lactam		11	736				U00096.3_143															54.0	ARO:3007060	ARO:0000032,ARO:0000044,ARO:0000064,ARO:3000008	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	ESCHERICHIA_COLI_LAMB	BAB38442|FEATURES|Escherichia_coli_LamB|multidrug|Escherichia_coli_LamB	deeparg_db	2	BAB38442	deeparg	1.0.4	gene_presence_detected					multidrug		1	446				U00096.3_3950															98.2	ARO:3007011	ARO:0000036,ARO:0000045,ARO:0000049,ARO:0000051,ARO:0000056,ARO:3000637,ARO:3000661	ARO:0000001,ARO:0000001,ARO:0000016,ARO:3000007,ARO:3000007,ARO:3000050,ARO:3005386
CONTROL_REP1.mapping.ARG.deeparg	MDTK	gi:693048721:ref:WP_032218252.1:|FEATURES|mdtK|multidrug|mdtK	deeparg_db	2	gi:693048721:ref:WP_032218252.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	457				U00096.3_1640															100.0	ARO:3003953	ARO:0000045,ARO:3000662	ARO:0000001,ARO:3005386
CONTROL_REP1.mapping.ARG.deeparg	MDTK	AML99881.1|FEATURES|MdtK|fluoroquinolone|MdtK	deeparg_db	2	AML99881.1	deeparg	1.0.4	gene_presence_detected					fluoroquinolone		1	470				U00096.3_1952															82.8	ARO:3001327	ARO:0000036	ARO:0000001
CONTROL_REP1.mapping.ARG.deeparg	TET34	YP_001444376|FEATURES|tet34|tetracycline|tet34	deeparg_db	2	YP_001444376	deeparg	1.0.4	gene_presence_detected					tetracycline		1	152				U00096.3_226															67.1	ARO:3001305	ARO:0000046	ARO:0000017
CONTROL_REP1.mapping.ARG.deeparg	PATA	NP_417544.5|FEATURES|patA|fluoroquinolone|patA	deeparg_db	2	NP_417544.5	deeparg	1.0.4	gene_presence_detected					fluoroquinolone		1	459				U00096.3_3012															99.8	ARO:3000024		
CONTROL_REP1.mapping.ARG.deeparg	COB(I)ALAMIN_ADENOLSYLTRANSFERASE	gi:447201650:ref:WP_001278906.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	deeparg_db	2	gi:447201650:ref:WP_001278906.1:	deeparg	1.0.4	gene_presence_detected					unclassified		1	196				U00096.3_1240															100.0	ARO:3006718	ARO:0000004,ARO:0000020,ARO:0000032	ARO:3000007,ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	ESCHERICHIA_COLI_MIPA	NP_310518|FEATURES|Escherichia_coli_mipA|multidrug|Escherichia_coli_mipA	deeparg_db	2	NP_310518	deeparg	1.0.4	gene_presence_detected					multidrug		1	248				U00096.3_1758															99.2	ARO:3002972	ARO:3000081	ARO:3000081
CONTROL_REP1.mapping.ARG.deeparg	EMRD	YP_002808057|FEATURES|emrD|multidrug|emrD	deeparg_db	2	YP_002808057	deeparg	1.0.4	gene_presence_detected					multidrug		3	396				U00096.3_3609															100.0	ARO:3003801	ARO:0000055	ARO:3007150
CONTROL_REP1.mapping.ARG.deeparg	MDTE	ACB17952|FEATURES|mdtE|multidrug|mdtE	deeparg_db	2	ACB17952	deeparg	1.0.4	gene_presence_detected					multidrug		1	385				U00096.3_3444															100.0	ARO:3000795		
CONTROL_REP1.mapping.ARG.deeparg	KDPE	NP_415222.1|FEATURES|kdpE|aminoglycoside|kdpE	deeparg_db	2	NP_415222.1	deeparg	1.0.4	gene_presence_detected					aminoglycoside		1	225				U00096.3_673															100.0	ARO:3003841		
CONTROL_REP1.mapping.ARG.deeparg	OMPF	gi:446900664:ref:WP_000977920.1:|FEATURES|ompF|multidrug|ompF	deeparg_db	2	gi:446900664:ref:WP_000977920.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	362				U00096.3_901															100.0	ARO:3004122	ARO:0000004,ARO:0000008,ARO:0000020,ARO:0000032,ARO:0000044,ARO:3000008,ARO:3000645,ARO:3003706	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	CPXA	NP_312864.1|FEATURES|cpxA|aminoglycoside:aminocoumarin|cpxA	deeparg_db	2	NP_312864.1	deeparg	1.0.4	gene_presence_detected					aminoglycoside:aminocoumarin		1	457				U00096.3_3832															100.0	ARO:3000830		
CONTROL_REP1.mapping.ARG.deeparg	PMRF	AAC75314.1|FEATURES|PmrF|peptide|PmrF	deeparg_db	2	AAC75314.1	deeparg	1.0.4	gene_presence_detected					peptide		1	322				U00096.3_2221															100.0	ARO:3003578	ARO:3000454	ARO:3000053
CONTROL_REP1.mapping.ARG.deeparg	BICYCLOMYCIN-MULTIDRUG_EFFLUX_PROTEIN_BCR	AAC75243|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	deeparg_db	2	AAC75243	deeparg	1.0.4	gene_presence_detected					multidrug		1	396				U00096.3_2149															100.0	ARO:3003801	ARO:0000055	ARO:3007150
CONTROL_REP1.mapping.ARG.deeparg	MDTD	gi:446053040:ref:WP_000130895.1:|FEATURES|mdtD|multidrug|mdtD	deeparg_db	2	gi:446053040:ref:WP_000130895.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	471				U00096.3_2043															99.6	ARO:3004597	ARO:0000032	ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	BAER	YP_490321.1|FEATURES|baeR|multidrug|baeR	deeparg_db	2	YP_490321.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	240				U00096.3_2045															100.0	ARO:3000828		
CONTROL_REP1.mapping.ARG.deeparg	MARA	YP_489794.1|FEATURES|marA|multidrug|marA	deeparg_db	2	YP_489794.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	127				U00096.3_1504															100.0	ARO:3000263		
CONTROL_REP1.mapping.ARG.deeparg	EMRR	NP_417169.1|FEATURES|emrR|fluoroquinolone|emrR	deeparg_db	2	NP_417169.1	deeparg	1.0.4	gene_presence_detected					fluoroquinolone		1	176				U00096.3_2638															100.0	ARO:3000516		
CONTROL_REP1.mapping.ARG.deeparg	BAES	BAA15934.1|FEATURES|baeS|multidrug|baeS	deeparg_db	2	BAA15934.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	467				U00096.3_2044															100.0	ARO:3000829		
CONTROL_REP1.mapping.ARG.deeparg	DNA-BINDING_PROTEIN_H-NS	NC_002695.1.913113.p01|FEATURES|DNA-binding_protein_H-NS|unclassified|DNA-binding_protein_H-NS	deeparg_db	2	NC_002695.1.913113.p01	deeparg	1.0.4	gene_presence_detected					unclassified		1	137				U00096.3_1206															100.0	ARO:3000676		
CONTROL_REP1.mapping.ARG.deeparg	ACRA	YP_002269113|FEATURES|acrA|multidrug|acrA	deeparg_db	2	YP_002269113	deeparg	1.0.4	gene_presence_detected					multidrug		13	409				U00096.3_450															100.0	ARO:3004043		
CONTROL_REP1.mapping.ARG.deeparg	MDTL	YP_002295271|FEATURES|mdtL|multidrug|mdtL	deeparg_db	2	YP_002295271	deeparg	1.0.4	gene_presence_detected					multidrug		1	391				U00096.3_3646															100.0	ARO:3003801	ARO:0000055	ARO:3007150
CONTROL_REP1.mapping.ARG.deeparg	DNA-BINDING_TRANSCRIPTIONAL_REGULATOR_GADX	gi:447113803:ref:WP_001191059.1:|FEATURES|DNA-binding_transcriptional_regulator_gadX|unclassified|DNA-binding_transcriptional_regulator_gadX	deeparg_db	2	gi:447113803:ref:WP_001191059.1:	deeparg	1.0.4	gene_presence_detected					unclassified		1	274				U00096.3_3448															100.0	ARO:3000508		
CONTROL_REP1.mapping.ARG.deeparg	EMRK	gi:723050633:ref:WP_033547684.1:|FEATURES|emrK|multidrug|emrK	deeparg_db	2	gi:723050633:ref:WP_033547684.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	387				U00096.3_2336															99.7	ARO:3000206		
CONTROL_REP1.mapping.ARG.deeparg	OMPF	gi:447175075:ref:WP_001252331.1:|FEATURES|ompF|multidrug|ompF	deeparg_db	2	gi:447175075:ref:WP_001252331.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	617				U00096.3_2029															100.0	ARO:3003155	ARO:0000020,ARO:0000032,ARO:3000008	ARO:3000007,ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	BACTERIAL_REGULATORY_PROTEIN_LUXR	CP000034.1.gene4477.p01|FEATURES|bacterial_regulatory_protein_LuxR|unclassified|bacterial_regulatory_protein_LuxR	deeparg_db	2	CP000034.1.gene4477.p01	deeparg	1.0.4	gene_presence_detected					unclassified		1	204				U00096.3_2337															100.0	ARO:3000832		
CONTROL_REP1.mapping.ARG.deeparg	UGD	AAC75089.1|FEATURES|ugd|peptide|ugd	deeparg_db	2	AAC75089.1	deeparg	1.0.4	gene_presence_detected					peptide		1	388				U00096.3_1992															100.0	ARO:3003577	ARO:3000454	ARO:3000053
CONTROL_REP1.mapping.ARG.deeparg	ACRE	AAC76297.1|FEATURES|AcrE|multidrug|AcrE	deeparg_db	2	AAC76297.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	385				U00096.3_3197															100.0	ARO:3000499		
CONTROL_REP1.mapping.ARG.deeparg	ACRF	AAC76298.1|FEATURES|AcrF|multidrug|AcrF	deeparg_db	2	AAC76298.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	1034				U00096.3_3198															100.0	ARO:3000502		
CONTROL_REP1.mapping.ARG.deeparg	KLEBSIELLA_PNEUMONIAE_OMPK37	CAA09666.1|FEATURES|Klebsiella_pneumoniae_OmpK37|beta-lactam|Klebsiella_pneumoniae_OmpK37	deeparg_db	2	CAA09666.1	deeparg	1.0.4	gene_presence_detected					beta-lactam		1	374				U00096.3_1349															78.1	ARO:3004122	ARO:0000004,ARO:0000008,ARO:0000020,ARO:0000032,ARO:0000044,ARO:3000008,ARO:3000645,ARO:3003706	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	BACA	A8A4L2|FEATURES|bacA|bacitracin|bacA	deeparg_db	2	A8A4L2	deeparg	1.0.4	gene_presence_detected					bacitracin		1	273				U00096.3_2997															100.0	ARO:3002986	ARO:3000629,ARO:3000630,ARO:3000631	ARO:3000053,ARO:3000053,ARO:3000053
CONTROL_REP1.mapping.ARG.deeparg	PORIN_OMPC	APB87301|FEATURES|porin_OmpC|beta-lactam|porin_OmpC	deeparg_db	2	APB87301	deeparg	1.0.4	gene_presence_detected					beta-lactam		1	367				U00096.3_2181															96.0	ARO:3004122	ARO:0000004,ARO:0000008,ARO:0000020,ARO:0000032,ARO:0000044,ARO:3000008,ARO:3000645,ARO:3003706	ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007,ARO:3000007
CONTROL_REP1.mapping.ARG.deeparg	MDTG	gi:291469891:gb:EFF12375.1:|FEATURES|mdtG|multidrug|mdtG	deeparg_db	2	gi:291469891:gb:EFF12375.1:	deeparg	1.0.4	gene_presence_detected					multidrug		9	416				U00096.3_1022															100.0	ARO:3001329	ARO:0000025	ARO:3007149
CONTROL_REP1.mapping.ARG.deeparg	MDTN	YP_002295654|FEATURES|mdtN|multidrug|mdtN	deeparg_db	2	YP_002295654	deeparg	1.0.4	gene_presence_detected					multidrug		1	343				U00096.3_4000															100.0	ARO:3003548		
CONTROL_REP1.mapping.ARG.deeparg	EMRB	gi:745784185:ref:WP_039077609.1:|FEATURES|emrB|multidrug|emrB	deeparg_db	2	gi:745784185:ref:WP_039077609.1:	deeparg	1.0.4	gene_presence_detected					multidrug		1	512				U00096.3_2335															100.0	ARO:3000074		
CONTROL_REP1.mapping.ARG.deeparg	TOLC	YP_002807373|FEATURES|TolC|multidrug|TolC	deeparg_db	2	YP_002807373	deeparg	1.0.4	gene_presence_detected					multidrug		14	506				U00096.3_2975															100.0	ARO:3000237		
CONTROL_REP1.mapping.ARG.deeparg	GADW	ANK04027.1|FEATURES|gadW|multidrug|gadW	deeparg_db	2	ANK04027.1	deeparg	1.0.4	gene_presence_detected					multidrug		1	242				U00096.3_3447															94.6	ARO:3003838		
CONTROL_REP1.mapping.ARG.deeparg	EMRB	NC_002695.1.914736.p01|FEATURES|emrB|multidrug|emrB	deeparg_db	2	NC_002695.1.914736.p01	deeparg	1.0.4	gene_presence_detected					multidrug		1	512				U00096.3_2640															100.0	ARO:3000074		
CONTROL_REP1.mapping.ARG.deeparg	EPTA	BAE78116.1|FEATURES|eptA|peptide|eptA	deeparg_db	2	BAE78116.1	deeparg	1.0.4	gene_presence_detected					peptide		1	547				U00096.3_4033															100.0	ARO:3003576	ARO:3000454	ARO:3000053
CONTROL_REP1.mapping.ARG.deeparg	MDTM	gi:299882142:gb:EFI90353.1:|FEATURES|mdtM|multidrug|mdtM	deeparg_db	2	gi:299882142:gb:EFI90353.1:	deeparg	1.0.4	gene_presence_detected					multidrug		34	443				U00096.3_4255															100.0	ARO:3001214	ARO:0000045,ARO:0000046,ARO:0000047,ARO:3000385,ARO:3000662	ARO:0000001,ARO:0000017,ARO:3000034,ARO:3000387,ARO:3005386
